Model1,Model2,Model3,W1,W2,W3,Threshold,OOFAccuracy
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,0.9500000000000001,0.05,0.5000000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.0,1.0,0.0,0.5200000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.05,0.9500000000000001,-0.0,0.5000000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.65,0.25,0.6250000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.2,0.7000000000000001,0.1,0.5000000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.2,0.55,0.25,0.4850000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.1,0.7000000000000001,0.2,0.4950000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.2,0.65,0.15,0.4950000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.30000000000000004,0.45,0.5150000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.2,0.75,0.05,0.4900000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.1,0.65,0.5100000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.4,0.4,0.2,0.5200000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.4,0.35000000000000003,0.25,0.5200000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.35000000000000003,0.05,0.6,0.5100000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.30000000000000004,0.55,0.15,0.6100000000000002,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.30000000000000004,0.4,0.3,0.5300000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.35000000000000003,0.1,0.55,0.5100000000000001,0.856341189674523
Finalist_CatBoost,Finalist_RandomForest,Finalist_XGBoost,0.25,0.55,0.2,0.6000000000000002,0.856341189674523
